2436,1.1078
2448,1.1078
2460,1.1078
2472,1.1078
2484,1.1078
2496,1.1078
2508,1.1078
2520,1.1078
2532,1.1078
2544,1.1078
2556,1.1078
2568,1.1078
2580,1.1078
2592,1.1078
2604,1.1078
2616,1.1078
2628,1.1078
2640,1.1078
2652,1.1078
2664,1.1078
2676,1.1078
2688,1.1078
2700,1.1078
2712,1.1078
2724,1.1078
2736,1.1078
2748,1.1078
2760,1.1078
2772,1.1078
2784,1.1078
2796,1.1078
2808,1.1078
2820,1.1078
2832,1.1078
2844,1.1078
2856,1.1078
2868,1.1078
2880,1.1078
2892,1.1078
2904,1.1078
2916,1.1078
2928,1.1078
2940,1.1078
2952,1.1078
2964,1.1078
2976,1.1078
2988,1.1078
3000,1.1078
3012,0.98844
3024,0.88195
3036,0.78692
3048,0.70214
3060,0.62649
3072,0.55899
3084,0.49876
3096,0.44503
3108,0.39708
3120,0.3543
3132,0.31612
3144,0.28206
3156,0.25167
3168,0.22456
3180,0.20036
3192,0.17878
3204,0.15951
3216,0.14233
3228,0.12699
3240,0.11331
3252,0.1011
3264,0.090209
3276,0.08049
3288,0.071818
3300,0.06408
3312,0.057176
3324,0.051016
3336,0.045519
3348,0.040615
3360,0.036239
3372,0.032334
3384,0.028851
3396,0.025742
3408,0.022969
3420,0.020494
3432,0.018286
3444,0.016316
3456,0.014558
3468,0.012989
3480,0.01159
3492,0.010341
3504,0.009227
3516,0.0082328
3528,0.0073458
3540,0.0065544
3552,0.0058482
3564,0.0052181
3576,0.0046559
3588,0.0041542
3600,0.0037067
3612,0.0033073
3624,0.002951
3636,0.002633
3648,0.0023493
3660,0.0020962
3672,0.0018704
3684,0.0016688
3696,0.001489
3708,0.0013286
3720,0.0011855
3732,0.0010577
3744,0.00094377
3756,0.00084209
3768,0.00075136
3780,0.00067041
3792,0.00059818
3804,0.00053373
3816,0.00047622
3828,0.00042491
3840,0.00037913
3852,0.00033828
3864,0.00030184
3876,0.00026932
3888,0.0002403
3900,0.00021441
3912,0.00019131
3924,0.0001707
3936,0.00015231
3948,0.0001359
3960,0.00012125
3972,0.00010819
3984,9.6533e-05
3996,8.6132e-05
4008,7.6852e-05
4020,6.8572e-05
4032,6.1184e-05
4044,5.4592e-05
4056,4.871e-05
4068,4.3462e-05
4080,3.8779e-05
4092,3.4601e-05
4104,3.0873e-05
4116,2.7547e-05
4128,2.4579e-05
4140,2.1931e-05
4152,1.9568e-05
4164,1.746e-05
4176,1.5578e-05
4188,1.39e-05
4200,1.2402e-05
4212,1.1066e-05
4224,9.8738e-06
4236,8.81e-06
4248,7.8608e-06
4260,7.0138e-06
4272,6.2582e-06
4284,5.5839e-06
4296,4.9823e-06
4308,4.4455e-06
4320,3.9665e-06
4332,3.5392e-06
4344,3.1578e-06
4356,2.8176e-06
4368,2.514e-06
4380,2.2432e-06
4392,2.0015e-06
4404,1.7858e-06
4416,1.5934e-06
4428,1.4217e-06
4440,1.2686e-06
4452,1.1319e-06
4464,1.0099e-06
4476,9.0112e-07
4488,8.0403e-07
4500,7.1741e-07
4512,6.4011e-07
4524,5.7114e-07
4536,5.0961e-07
4548,4.547e-07
4560,4.0571e-07
4572,3.62e-07
4584,3.23e-07
4596,2.882e-07
4608,2.5715e-07
4620,2.2944e-07
4632,2.0472e-07
4644,1.8266e-07
4656,1.6298e-07
4668,1.4542e-07
4680,1.2975e-07
4692,1.1577e-07
4704,1.033e-07
4716,9.2171e-08
4728,8.224e-08
4740,7.3379e-08
4752,6.5473e-08
4764,5.8419e-08
4776,5.2125e-08
4788,4.6509e-08
4800,4.1498e-08
4812,3.7027e-08
4824,3.3037e-08
4836,2.9478e-08
4848,2.6302e-08
4860,2.3468e-08
4872,2.094e-08
4884,1.8684e-08
4896,1.6671e-08
4908,1.4874e-08
4920,1.3272e-08
4932,1.1842e-08
4944,1.0566e-08
4956,9.4276e-09
4968,8.4119e-09
4980,7.5055e-09
4992,6.6969e-09
5004,5.9753e-09
5016,5.3315e-09
5028,4.7571e-09
5040,4.2446e-09
5052,3.7873e-09
5064,3.3792e-09
5076,3.0151e-09
5088,2.6903e-09
5100,2.4004e-09
5112,2.1418e-09
5124,1.911e-09
5136,1.7051e-09
5148,1.5214e-09
5160,1.3575e-09
5172,1.2112e-09
5184,1.0807e-09
5196,9.6429e-10
5208,8.604e-10
5220,7.677e-10
5232,6.8499e-10
5244,6.1118e-10
5256,5.4533e-10
5268,4.8658e-10
5280,4.3415e-10
5292,3.8738e-10
5304,3.4564e-10
5316,3.084e-10
5328,2.7517e-10
5340,2.4552e-10
5352,2.1907e-10
5364,1.9547e-10
5376,1.7441e-10
5388,1.5562e-10
5400,1.3885e-10
5412,1.2389e-10
5424,1.1054e-10
5436,9.8632e-11
5448,8.8005e-11
5460,7.8523e-11
5472,7.0063e-11
5484,6.2514e-11
5496,5.5779e-11
5508,4.9769e-11
5520,4.4407e-11
5532,3.9623e-11
5544,3.5353e-11
5556,3.1544e-11
5568,2.8146e-11
5580,2.5113e-11
5592,2.2408e-11
5604,1.9993e-11
5616,1.7839e-11
5628,1.5917e-11
5640,1.4202e-11
5652,1.2672e-11
5664,1.1307e-11
5676,1.0089e-11
5688,9.0016e-12
5700,8.0317e-12
5712,7.1664e-12
5724,6.3942e-12
5736,5.7053e-12
5748,5.0906e-12
5760,4.5421e-12
5772,4.0528e-12
5784,3.6161e-12
5796,3.2265e-12
5808,2.8789e-12
5820,2.5687e-12
5832,2.2919e-12
5844,2.045e-12
5856,1.8247e-12
5868,1.6281e-12
5880,1.4527e-12
5892,1.2961e-12
5904,1.1565e-12
5916,1.0319e-12
5928,9.2072e-13
5940,8.2152e-13
5952,7.33e-13
5964,6.5403e-13
5976,5.8356e-13
5988,5.2069e-13
6000,4.6459e-13
6012,4.1453e-13
6024,3.6987e-13
6036,3.3002e-13
6048,2.9446e-13
6060,2.6274e-13
6072,2.3443e-13
6084,2.0917e-13
6096,1.8663e-13
6108,1.6653e-13
6120,1.4858e-13
6132,1.3258e-13
6144,1.1829e-13
6156,1.0555e-13
6168,9.4175e-14
6180,8.4028e-14
6192,7.4975e-14
6204,6.6897e-14
6216,5.9689e-14
6228,5.3258e-14
6240,4.752e-14
6252,4.24e-14
6264,3.7832e-14
6276,3.3756e-14
6288,3.0119e-14
6300,2.6874e-14
6312,2.3978e-14
6324,2.1395e-14
6336,1.909e-14
6348,1.7033e-14
6360,1.5198e-14
6372,1.356e-14
6384,1.2099e-14
6396,1.0796e-14
6408,9.6326e-15
6420,8.5948e-15
6432,7.6687e-15
6444,6.8425e-15
6456,6.1053e-15
6468,5.4475e-15
6480,4.8606e-15
6492,4.3369e-15
6504,3.8696e-15
6516,3.4527e-15
6528,3.0807e-15
6540,2.7488e-15
6552,2.4526e-15
6564,2.1884e-15
6576,1.9526e-15
6588,1.7422e-15
6600,1.5545e-15
6612,1.387e-15
6624,1.2376e-15
6636,1.1042e-15
6648,9.8526e-16
6660,8.7911e-16
6672,7.8439e-16
6684,6.9988e-16
6696,6.2447e-16
6708,5.5719e-16
6720,4.9716e-16
6732,4.4359e-16
6744,3.958e-16
6756,3.5316e-16
6768,3.1511e-16
6780,2.8116e-16
6792,2.5086e-16
6804,2.2383e-16
6816,1.9972e-16
6828,1.782e-16
6840,1.59e-16
6852,1.4187e-16
6864,1.2658e-16
6876,1.1295e-16
6888,1.0078e-16
6900,8.9919e-17
6912,8.0231e-17
6924,7.1587e-17
6936,6.3874e-17
6948,5.6992e-17
6960,5.0851e-17
6972,4.5373e-17
6984,4.0484e-17
6996,3.6122e-17
7008,3.223e-17
7020,2.8758e-17
7032,2.5659e-17
7044,2.2895e-17
7056,2.0428e-17
7068,1.8227e-17
7080,1.6263e-17
7092,1.4511e-17
7104,1.2948e-17
7116,1.1553e-17
7128,1.0308e-17
7140,9.1973e-18
7152,8.2063e-18
7164,7.3222e-18
7176,6.5333e-18
7188,5.8294e-18
7200,5.2013e-18
7212,4.6409e-18
7224,4.1409e-18
7236,3.6947e-18
7248,3.2967e-18
7260,2.9415e-18
7272,2.6245e-18
7284,2.3418e-18
7296,2.0895e-18
7308,1.8643e-18
7320,1.6635e-18
7332,1.4842e-18
7344,1.3243e-18
7356,1.1816e-18
7368,1.0543e-18
7380,9.4074e-19
7392,8.3938e-19
7404,7.4894e-19
7416,6.6825e-19
7428,5.9625e-19
7440,5.3201e-19
7452,4.7469e-19
7464,4.2355e-19
7476,3.7791e-19
7488,3.372e-19
7500,3.0087e-19
7512,2.6845e-19
7524,2.3953e-19
7536,2.1372e-19
7548,1.9069e-19
7560,1.7015e-19
7572,1.5182e-19
7584,1.3546e-19
7596,1.2086e-19
7608,1.0784e-19
7620,9.6222e-20
7632,8.5855e-20
7644,7.6605e-20
7656,6.8351e-20
7668,6.0987e-20
7680,5.4416e-20
7692,4.8553e-20
7704,4.3322e-20
7716,3.8654e-20
7728,3.449e-20
7740,3.0774e-20
7752,2.7458e-20
7764,2.45e-20
7776,2.186e-20
7788,1.9505e-20
7800,1.7403e-20
7812,1.5528e-20
7824,1.3855e-20
7836,1.2362e-20
7848,1.103e-20
7860,9.842e-21
7872,8.7816e-21
7884,7.8355e-21
7896,6.9913e-21
7908,6.238e-21
7920,5.5659e-21
7932,4.9662e-21
7944,4.4312e-21
7956,3.9537e-21
7968,3.5278e-21
7980,3.1477e-21
7992,2.8085e-21
8004,2.5059e-21
8016,2.2359e-21
8028,1.995e-21
8040,1.7801e-21
8052,1.5883e-21
8064,1.4172e-21
8076,1.2645e-21
8088,1.1282e-21
8100,1.0067e-21
8112,8.9822e-22
8124,8.0145e-22
8136,7.151e-22
8148,6.3805e-22
8160,5.6931e-22
8172,5.0797e-22
8184,4.5324e-22
8196,4.0441e-22
8208,3.6083e-22
8220,3.2196e-22
8232,2.8727e-22
8244,2.5632e-22
8256,2.287e-22
8268,2.0406e-22
8280,1.8207e-22
8292,1.6246e-22
8304,1.4495e-22
8316,1.2934e-22
8328,1.154e-22
8340,1.0297e-22
8352,9.1874e-23
8364,8.1975e-23
8376,7.3143e-23
8388,6.5263e-23
8400,5.8231e-23
8412,5.1957e-23
8424,4.6359e-23
8436,4.1364e-23
8448,3.6908e-23
8460,3.2931e-23
8472,2.9383e-23
8484,2.6217e-23
8496,2.3393e-23
8508,2.0872e-23
8520,1.8623e-23
8532,1.6617e-23
8544,1.4827e-23
8556,1.3229e-23
8568,1.1804e-23
8580,1.0532e-23
8592,9.3973e-24
8604,8.3848e-24
8616,7.4814e-24
8628,6.6753e-24
8640,5.9561e-24
8652,5.3144e-24
8664,4.7418e-24
8676,4.2309e-24
8688,3.7751e-24
8700,3.3683e-24
8712,3.0054e-24
8724,2.6816e-24
8736,2.3927e-24
8748,2.1349e-24
8760,1.9049e-24
8772,1.6996e-24
8784,1.5165e-24
8796,1.3531e-24
8808,1.2073e-24
8820,1.0773e-24
8832,9.6119e-25
8844,8.5763e-25
8856,7.6523e-25
8868,6.8278e-25
8880,6.0922e-25
8892,5.4358e-25
8904,4.8501e-25
8916,4.3276e-25
8928,3.8613e-25
8940,3.4453e-25
8952,3.0741e-25
8964,2.7429e-25
8976,2.4473e-25
8988,2.1837e-25
9000,1.9484e-25
9012,1.7385e-25
9024,1.5512e-25
9036,1.384e-25
9048,1.2349e-25
9060,1.1019e-25
9072,9.8315e-26
9084,8.7722e-26
9096,7.8271e-26
9108,6.9838e-26
9120,6.2313e-26
9132,5.5599e-26
9144,4.9609e-26
